#This files contains the table for CO cooling
# It follows the approach by Neufeld+Kaufman 1993 (bit.ly/1vnjcXV, see eqn.5).
# The data are kindly provided by K.Omukai (Nov.2014)
# See also Omukai+2010 (bit.ly/1HIaGcn)
#The first three columns are the positions in the arrays
# the 4th is log10(Tgas/K), 5th is log10((nH2+nH)/cm-3),
# the 6th is the CO column density, i.e. log10(NCO/cm-2),
# while the last is the cooling log10(cool), with cool in erg/s/cm3

   35    4    1  0.35483489E+001 -0.76923077E+000 -0.18000000E+002 -0.21619491E+002
   36    4    1  0.36386791E+001 -0.76923077E+000 -0.18000000E+002 -0.21384797E+002
   37    4    1  0.37290093E+001 -0.76923077E+000 -0.18000000E+002 -0.21156085E+002
   38    4    1  0.38193396E+001 -0.76923077E+000 -0.18000000E+002 -0.20933088E+002
   39    4    1  0.39096698E+001 -0.76923077E+000 -0.18000000E+002 -0.20714545E+002
   40    4    1  0.40000000E+001 -0.76923077E+000 -0.18000000E+002 -0.20498298E+002
 
    1    5    1  0.47712125E+000 -0.35897436E+000 -0.18000000E+002 -0.25849721E+002
    2    5    1  0.56745148E+000 -0.35897436E+000 -0.18000000E+002 -0.25645651E+002
    3    5    1  0.65778170E+000 -0.35897436E+000 -0.18000000E+002 -0.25441605E+002
    4    5    1  0.74811193E+000 -0.35897436E+000 -0.18000000E+002 -0.25237651E+002
    5    5    1  0.83844215E+000 -0.35897436E+000 -0.18000000E+002 -0.25061317E+002
    6    5    1  0.92877238E+000 -0.35897436E+000 -0.18000000E+002 -0.24898498E+002
    7    5    1  0.10191026E+001 -0.35897436E+000 -0.18000000E+002 -0.24745249E+002
    8    5    1  0.11094328E+001 -0.35897436E+000 -0.18000000E+002 -0.24628378E+002
    9    5    1  0.11997630E+001 -0.35897436E+000 -0.18000000E+002 -0.24511599E+002
   10    5    1  0.12900933E+001 -0.35897436E+000 -0.18000000E+002 -0.24394948E+002
   11    5    1  0.13804235E+001 -0.35897436E+000 -0.18000000E+002 -0.24305505E+002
   12    5    1  0.14707537E+001 -0.35897436E+000 -0.18000000E+002 -0.24219745E+002
   13    5    1  0.15610839E+001 -0.35897436E+000 -0.18000000E+002 -0.24144521E+002
   14    5    1  0.16514142E+001 -0.35897436E+000 -0.18000000E+002 -0.24070195E+002
   15    5    1  0.17417444E+001 -0.35897436E+000 -0.18000000E+002 -0.24002134E+002
   16    5    1  0.18320746E+001 -0.35897436E+000 -0.18000000E+002 -0.23940865E+002
   17    5    1  0.19224048E+001 -0.35897436E+000 -0.18000000E+002 -0.23878424E+002
   18    5    1  0.20127351E+001 -0.35897436E+000 -0.18000000E+002 -0.23810240E+002
   19    5    1  0.21030653E+001 -0.35897436E+000 -0.18000000E+002 -0.23734282E+002
   20    5    1  0.21933955E+001 -0.35897436E+000 -0.18000000E+002 -0.23658348E+002
   21    5    1  0.22837257E+001 -0.35897436E+000 -0.18000000E+002 -0.23582434E+002
   22    5    1  0.23740560E+001 -0.35897436E+000 -0.18000000E+002 -0.23506539E+002
   23    5    1  0.24643862E+001 -0.35897436E+000 -0.18000000E+002 -0.23430659E+002
   24    5    1  0.25547164E+001 -0.35897436E+000 -0.18000000E+002 -0.23345581E+002
   25    5    1  0.26450466E+001 -0.35897436E+000 -0.18000000E+002 -0.23258779E+002
   26    5    1  0.27353769E+001 -0.35897436E+000 -0.18000000E+002 -0.23171831E+002
   27    5    1  0.28257071E+001 -0.35897436E+000 -0.18000000E+002 -0.23083433E+002
   28    5    1  0.29160373E+001 -0.35897436E+000 -0.18000000E+002 -0.22993806E+002
   29    5    1  0.30063675E+001 -0.35897436E+000 -0.18000000E+002 -0.22900416E+002
   30    5    1  0.30966978E+001 -0.35897436E+000 -0.18000000E+002 -0.22757634E+002
   31    5    1  0.31870280E+001 -0.35897436E+000 -0.18000000E+002 -0.22602846E+002
   32    5    1  0.32773582E+001 -0.35897436E+000 -0.18000000E+002 -0.22353904E+002
   33    5    1  0.33676884E+001 -0.35897436E+000 -0.18000000E+002 -0.22107684E+002
   34    5    1  0.34580187E+001 -0.35897436E+000 -0.18000000E+002 -0.21865320E+002
   35    5    1  0.35483489E+001 -0.35897436E+000 -0.18000000E+002 -0.21627965E+002
   36    5    1  0.36386791E+001 -0.35897436E+000 -0.18000000E+002 -0.21396476E+002
   37    5    1  0.37290093E+001 -0.35897436E+000 -0.18000000E+002 -0.21171041E+002
   38    5    1  0.38193396E+001 -0.35897436E+000 -0.18000000E+002 -0.20950897E+002
   39    5    1  0.39096698E+001 -0.35897436E+000 -0.18000000E+002 -0.20734287E+002
   40    5    1  0.40000000E+001 -0.35897436E+000 -0.18000000E+002 -0.20518703E+002
 
    1    6    1  0.47712125E+000  0.51282051E-001 -0.18000000E+002 -0.25849714E+002
    2    6    1  0.56745148E+000  0.51282051E-001 -0.18000000E+002 -0.25645646E+002
    3    6    1  0.65778170E+000  0.51282051E-001 -0.18000000E+002 -0.25441627E+002
    4    6    1  0.74811193E+000  0.51282051E-001 -0.18000000E+002 -0.25237781E+002
    5    6    1  0.83844215E+000  0.51282051E-001 -0.18000000E+002 -0.25061515E+002
    6    6    1  0.92877238E+000  0.51282051E-001 -0.18000000E+002 -0.24898637E+002
    7    6    1  0.10191026E+001  0.51282051E-001 -0.18000000E+002 -0.24745273E+002
    8    6    1  0.11094328E+001  0.51282051E-001 -0.18000000E+002 -0.24628517E+002
    9    6    1  0.11997630E+001  0.51282051E-001 -0.18000000E+002 -0.24511903E+002
   10    6    1  0.12900933E+001  0.51282051E-001 -0.18000000E+002 -0.24395476E+002
   11    6    1  0.13804235E+001  0.51282051E-001 -0.18000000E+002 -0.24306759E+002
   12    6    1  0.14707537E+001  0.51282051E-001 -0.18000000E+002 -0.24221649E+002
   13    6    1  0.15610839E+001  0.51282051E-001 -0.18000000E+002 -0.24145936E+002
   14    6    1  0.16514142E+001  0.51282051E-001 -0.18000000E+002 -0.24071071E+002
   15    6    1  0.17417444E+001  0.51282051E-001 -0.18000000E+002 -0.24002938E+002
   16    6    1  0.18320746E+001  0.51282051E-001 -0.18000000E+002 -0.23942036E+002
   17    6    1  0.19224048E+001  0.51282051E-001 -0.18000000E+002 -0.23879673E+002
   18    6    1  0.20127351E+001  0.51282051E-001 -0.18000000E+002 -0.23810682E+002
   19    6    1  0.21030653E+001  0.51282051E-001 -0.18000000E+002 -0.23734623E+002
   20    6    1  0.21933955E+001  0.51282051E-001 -0.18000000E+002 -0.23658600E+002
   21    6    1  0.22837257E+001  0.51282051E-001 -0.18000000E+002 -0.23582610E+002
   22    6    1  0.23740560E+001  0.51282051E-001 -0.18000000E+002 -0.23506647E+002
   23    6    1  0.24643862E+001  0.51282051E-001 -0.18000000E+002 -0.23430708E+002
   24    6    1  0.25547164E+001  0.51282051E-001 -0.18000000E+002 -0.23345797E+002
   25    6    1  0.26450466E+001  0.51282051E-001 -0.18000000E+002 -0.23259110E+002
   26    6    1  0.27353769E+001  0.51282051E-001 -0.18000000E+002 -0.23172215E+002
   27    6    1  0.28257071E+001  0.51282051E-001 -0.18000000E+002 -0.23083803E+002
   28    6    1  0.29160373E+001  0.51282051E-001 -0.18000000E+002 -0.22994132E+002
   29    6    1  0.30063675E+001  0.51282051E-001 -0.18000000E+002 -0.22900721E+002
   30    6    1  0.30966978E+001  0.51282051E-001 -0.18000000E+002 -0.22758324E+002
   31    6    1  0.31870280E+001  0.51282051E-001 -0.18000000E+002 -0.22604302E+002
   32    6    1  0.32773582E+001  0.51282051E-001 -0.18000000E+002 -0.22356671E+002
   33    6    1  0.33676884E+001  0.51282051E-001 -0.18000000E+002 -0.22112390E+002
   34    6    1  0.34580187E+001  0.51282051E-001 -0.18000000E+002 -0.21872660E+002
   35    6    1  0.35483489E+001  0.51282051E-001 -0.18000000E+002 -0.21638551E+002
   36    6    1  0.36386791E+001  0.51282051E-001 -0.18000000E+002 -0.21410639E+002
   37    6    1  0.37290093E+001  0.51282051E-001 -0.18000000E+002 -0.21188649E+002
   38    6    1  0.38193396E+001  0.51282051E-001 -0.18000000E+002 -0.20971279E+002
   39    6    1  0.39096698E+001  0.51282051E-001 -0.18000000E+002 -0.20756304E+002
   40    6    1  0.40000000E+001  0.51282051E-001 -0.18000000E+002 -0.20540946E+002
 
    1    7    1  0.47712125E+000  0.46153846E+000 -0.18000000E+002 -0.25849702E+002
    2    7    1  0.56745148E+000  0.46153846E+000 -0.18000000E+002 -0.25645638E+002
    3    7    1  0.65778170E+000  0.46153846E+000 -0.18000000E+002 -0.25441677E+002
    4    7    1  0.74811193E+000  0.46153846E+000 -0.18000000E+002 -0.25238040E+002
    5    7    1  0.83844215E+000  0.46153846E+000 -0.18000000E+002 -0.25061892E+002
    6    7    1  0.92877238E+000  0.46153846E+000 -0.18000000E+002 -0.24898901E+002
    7    7    1  0.10191026E+001  0.46153846E+000 -0.18000000E+002 -0.24745339E+002
    8    7    1  0.11094328E+001  0.46153846E+000 -0.18000000E+002 -0.24628778E+002
    9    7    1  0.11997630E+001  0.46153846E+000 -0.18000000E+002 -0.24512428E+002
   10    7    1  0.12900933E+001  0.46153846E+000 -0.18000000E+002 -0.24396349E+002
   11    7    1  0.13804235E+001  0.46153846E+000 -0.18000000E+002 -0.24308718E+002
   12    7    1  0.14707537E+001  0.46153846E+000 -0.18000000E+002 -0.24224515E+002
   13    7    1  0.15610839E+001  0.46153846E+000 -0.18000000E+002 -0.24148083E+002
   14    7    1  0.16514142E+001  0.46153846E+000 -0.18000000E+002 -0.24072420E+002
   15    7    1  0.17417444E+001  0.46153846E+000 -0.18000000E+002 -0.24004178E+002
   16    7    1  0.18320746E+001  0.46153846E+000 -0.18000000E+002 -0.23943824E+002
   17    7    1  0.19224048E+001  0.46153846E+000 -0.18000000E+002 -0.23881557E+002
   18    7    1  0.20127351E+001  0.46153846E+000 -0.18000000E+002 -0.23811332E+002
   19    7    1  0.21030653E+001  0.46153846E+000 -0.18000000E+002 -0.23735124E+002
   20    7    1  0.21933955E+001  0.46153846E+000 -0.18000000E+002 -0.23658972E+002
   21    7    1  0.22837257E+001  0.46153846E+000 -0.18000000E+002 -0.23582868E+002
   22    7    1  0.23740560E+001  0.46153846E+000 -0.18000000E+002 -0.23506807E+002
   23    7    1  0.24643862E+001  0.46153846E+000 -0.18000000E+002 -0.23430782E+002
   24    7    1  0.25547164E+001  0.46153846E+000 -0.18000000E+002 -0.23346114E+002
   25    7    1  0.26450466E+001  0.46153846E+000 -0.18000000E+002 -0.23259599E+002
